property_type,society,sector,price,price_per_sqrt,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,friends apartment,sector 52,2.0,8510.0,4,3,3,5.0,Moderately Old,2091.0,0,1,0,0,0,2,111,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,ss the leaf,sector 85,2.13,7574.0,4,4,3,6.0,Relatively New,2600.0,0,0,0,0,0,1,49,"28.4042° N, 77.9513° E",28.4042,77.9513
house,independent,sector 67,3.0,11904.0,4,4,0,3.0,Moderately Old,2800.0,0,0,0,0,0,1,0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,shree vardhman flora,sector 90,0.92,4717.0,3,3,2,6.0,Relatively New,2167.0,1,0,0,0,0,0,49,"28.4085° N, 77.9369° E",28.4085,77.9369
flat,divya apartments,sector 6,0.6,7594.0,2,2,0,2.0,Relatively New,790.0,0,0,0,0,0,0,15,"28.4745° N, 77.0262° E",28.4745,77.0262
flat,m3m golfestate,sector 79,1.4,10000.0,2,2,2,4.0,Relatively New,1556.0,1,1,1,0,0,2,83,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ramsons kshitij,sector 95,0.19,591.0,1,1,1,14.0,Relatively New,3569.0,0,0,0,0,0,1,49,"28.4172° N, 77.9081° E",28.4172,77.9081
flat,dlf regal gardens,sector 90,1.21,6926.0,3,3,3+,29.0,Relatively New,1581.0,0,0,0,0,1,1,95,"28.4085° N, 77.9369° E",28.4085,77.9369
flat,rof ananda,sector 95,0.46,6318.0,2,2,2,11.0,New Property,809.0,1,0,0,0,0,1,82,"28.4172° N, 77.9081° E",28.4172,77.9081
flat,m3m merlin,sector 67,3.0,14655.0,3,3,3+,4.0,Relatively New,2047.0,0,0,1,0,0,0,174,"28.3859° N, 77.0608° E",28.3859,77.0608
house,independent,sector 43,1.9,3909.0,3,3,3+,3.0,Old Property,60.0,0,0,0,0,0,2,0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,godrej summit,sector 104,1.05,5833.0,3,4,3+,7.0,Relatively New,2000.0,0,1,0,0,0,0,96,"28.4788° N, 76.9960° E",28.4788,76.996
flat,ansal heights 86,sector 86,0.64,4706.0,2,2,1,3.0,New Property,1360.0,0,0,0,0,0,1,73,"28.3986° N, 77.9384° E",28.3986,77.9384
flat,orchid petals,sector 49,2.23,10969.0,3,3,3,14.0,Relatively New,1840.0,0,0,0,0,1,1,40,"28.4121° N, 77.0480° E",28.4121,77.048
flat,bptp terra,sector 37d,1.8,8215.0,4,3,3,18.0,Relatively New,2025.0,1,1,0,1,0,1,49,"28.4478° N, 77.9703° E",28.4478,77.9703
house,independent,sector 2,19.5,27083.0,8,9,3+,2.0,New Property,7200.0,1,1,0,1,0,1,122,"28.5095° N, 77.0320° E",28.5095,77.032
flat,suncity platinum towers,sector 28,6.0,22346.0,3,3,2,8.0,Moderately Old,2983.0,0,1,0,0,0,1,31,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,indiabulls centrum park,sector 103,2.4,8347.0,4,6,3+,15.0,Relatively New,2456.0,0,1,0,0,0,1,156,"28.4949° N, 77.9845° E",28.4949,77.9845
flat,vatika xpressions,sector 88b,1.1,8148.0,2,4,3+,2.0,Under Construction,1350.0,1,0,0,0,0,1,58,"28.2631° N, 77.9538° E",28.2631,77.9538
flat,raheja vedaanta,sector 108,0.7,4651.0,2,2,2,12.0,Relatively New,1505.0,0,0,0,0,0,1,0,"28.5134° N, 77.9830° E",28.5134,77.983
house,rattan garden,sector 7,1.3,13499.0,2,3,2,3.0,Old Property,963.0,0,0,0,0,0,1,0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,vatika sovereign next sector-82 a gurgaon,sector 82a,2.91,6700.0,4,4,3,6.0,Under Construction,3902.0,1,1,1,0,0,0,79,"28.3858° N, 77.9686° E",28.3858,77.9686
flat,greenopolis,sector 89,0.65,5195.0,2,2,2,15.0,New Property,1390.0,0,0,0,0,0,1,37,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,3.0,Relatively New,3077.0,0,1,1,0,0,1,90,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,shree arihant apartment,sector 54,1.55,8611.0,3,3,3,3.0,Moderately Old,1900.0,0,1,0,0,0,0,109,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,sukhshanti apartment,sector 56,1.65,7006.0,3,3,3+,5.0,Moderately Old,2131.0,1,0,0,0,0,0,134,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,signature global solera,sector 107,0.28,5674.0,2,2,2,6.0,Relatively New,543.0,0,0,0,0,0,1,45,"28.5052° N, 76.9729° E",28.5052,76.9729
house,independent,sector 14,7.5,16600.0,3,3,2,1.0,Old Property,4518.0,1,1,0,1,0,0,27,"28.4711° N, 77.0454° E",28.4711,77.0454
house,bptp astaire gardens,sector 70a,6.5,27873.0,4,4,3+,2.0,New Property,2332.0,1,1,0,1,0,0,160,"28.3845° N, 77.0226° E",28.3845,77.0226
house,vipul tatvam villa,sector 48,5.5,21219.0,3,6,2,2.0,Moderately Old,2592.0,0,1,0,0,1,0,106,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ss,sector 85,1.18,7170.0,2,2,3,4.0,Relatively New,1630.0,0,0,0,0,0,1,49,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,sare crescent parc,sector 92,0.51,4080.0,3,2,2,2.0,Relatively New,1131.0,0,0,0,0,0,1,72,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,signature global city 92,sector 92,0.78,8047.0,2,2,2,2.0,New Property,1083.0,0,0,0,0,0,0,47,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,m3m woodshire,sector 107,1.2,6176.0,3,3,3,7.0,Relatively New,1750.0,0,0,0,0,0,0,49,"28.5052° N, 76.9729° E",28.5052,76.9729
house,independent,sector 23,2.9,11600.0,4,4,3,2.0,Relatively New,2500.0,0,1,0,0,0,0,43,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,ss the leaf,sector 85,1.1,12471.0,2,2,3,12.0,Relatively New,1173.0,1,0,0,0,0,1,75,"28.4042° N, 77.9513° E",28.4042,77.9513
house,dlf city plots,sector 26,19.0,42054.0,6,6,3,2.0,Relatively New,4518.0,1,1,0,0,0,0,121,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,puri diplomatic greens,sector 111,2.58,11727.0,3,4,2,9.0,Relatively New,2200.0,0,1,0,0,0,1,101,"28.5238° N, 77.0320° E",28.5238,77.032
flat,godrej summit,sector 104,1.25,6778.0,3,4,3+,12.0,Relatively New,1669.0,0,1,0,0,1,1,79,"28.4788° N, 76.9960° E",28.4788,76.996
flat,paras dews,sector 106,1.1,9734.0,3,4,3+,8.0,Relatively New,1186.0,0,1,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,la vida by tata housing,sector 113,3.05,11338.0,3,4,3,15.0,New Property,2600.0,0,1,0,0,0,1,174,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,ild grand centra,sector 37c,0.95,5220.0,3,1,0,0.0,Relatively New,1820.0,0,0,0,0,0,1,0,"28.4515° N, 77.9882° E",28.4515,77.9882
flat,ats triumph,sector 104,2.52,8000.0,4,4,3+,19.0,Relatively New,2800.0,0,1,1,0,0,0,156,"28.4788° N, 76.9960° E",28.4788,76.996
house,unitech uniworld resorts,sector 33,11.5,24573.0,5,6,3+,4.0,Relatively New,4680.0,0,1,0,0,0,1,84,"28.4420° N, 77.0207° E",28.442,77.0207
flat,m3m heights,sector 65,2.78,15200.0,3,3,3,44.0,Relatively New,1829.0,0,0,0,0,0,1,56,"28.4030° N, 77.0690° E",28.403,77.069
flat,emaar palm gardens,sector 83,3.15,8400.0,5,7,3+,15.0,Relatively New,3200.0,0,1,0,0,0,0,165,"28.3986° N, 77.9647° E",28.3986,77.9647
flat,imperia elvedor,sector 37c,0.55,8221.0,1,1,0,5.0,Relatively New,669.0,0,0,0,0,0,1,0,"28.4515° N, 77.9882° E",28.4515,77.9882
house,nirvana country,sector 50,10.0,14285.0,5,7,2,4.0,Moderately Old,7000.0,0,1,0,0,0,2,0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,tulip violet,sector 69,1.29,8227.0,3,3,1,12.0,Relatively New,1419.0,0,0,0,1,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,shree vardhman victoria,sector 70,1.65,8461.0,3,4,3,1.0,Relatively New,1586.0,0,1,0,0,0,2,167,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,parsvnath exotica,sector 53,4.8,16580.0,3,4,3+,8.0,Relatively New,2500.0,0,1,0,1,1,0,174,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,emaar gurgaon greens,sector 102,1.55,9393.0,3,4,3,7.0,Relatively New,1315.0,0,1,0,0,0,0,152,"28.4750° N, 77.9715° E",28.475,77.9715
flat,ats tourmaline,sector 109,1.65,7674.0,3,3,3+,16.0,Relatively New,1946.0,0,1,0,0,0,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,spaze privvy the address,sector 93,1.25,5701.0,4,4,3,16.0,Relatively New,2105.0,0,0,0,0,0,1,0,"28.4153° N, 76.9326° E",28.4153,76.9326
flat,ss the leaf,sector 85,1.3,7779.0,2,2,3+,16.0,Relatively New,1406.0,0,0,1,0,0,1,148,"28.4042° N, 77.9513° E",28.4042,77.9513
house,independent,sector 38,8.0,25616.0,10,10,3+,1.0,Relatively New,3123.0,0,0,0,0,0,1,0,"28.4347° N, 77.0430° E",28.4347,77.043
flat,denso haryana housing society,manesar,0.9,4308.0,3,3,3+,5.0,Moderately Old,2321.0,0,1,0,0,0,1,7,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,godrej,sector 79,1.3,8269.0,2,2,3,3.0,New Property,1423.0,1,0,0,0,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,orchid island,sector 51,0.71,7891.0,2,2,1,4.0,Relatively New,1007.0,0,0,0,0,0,1,23,"28.4320° N, 77.0686° E",28.432,77.0686
flat,dlf new town heights,sector 91,1.65,6345.0,4,4,3+,11.0,Moderately Old,2139.0,0,1,0,0,0,1,72,"28.4014° N, 77.9225° E",28.4014,77.9225
flat,ats kocoon,sector 109,1.7,12878.0,3,3,3,22.0,Relatively New,1550.0,0,0,0,0,0,1,103,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 7,3.1,13778.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,1,22,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,raheja sampada,sector 92,0.7,4453.0,3,3,0,7.0,Relatively New,1572.0,0,0,0,0,0,1,0,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,pyramid urban,sector 67a,0.62,11854.0,2,2,2,2.0,Relatively New,581.0,0,0,0,0,0,1,64,"28.3802° N, 77.0674° E",28.3802,77.0674
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,9933.0,2,2,2,9.0,Relatively New,1230.0,0,0,0,0,0,1,100,"28.4750° N, 77.9715° E",28.475,77.9715
flat,experion windchants,sector 112,5.31,11204.0,4,6,3+,15.0,Relatively New,3573.33,0,1,0,1,0,1,72,"28.5282° N, 77.0176° E",28.5282,77.0176
flat,tulip violet,sector 69,1.7,8457.0,4,4,2,1.0,Relatively New,1819.0,0,0,0,0,0,1,126,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,raheja navodaya,sector 92,1.1,4681.0,3,2,3,0.0,Relatively New,2350.0,0,0,0,0,0,1,0,"28.4079° N, 77.9153° E",28.4079,77.9153
house,independent,sector 9,0.5,6083.0,3,2,1,1.0,Old Property,822.0,0,0,0,0,0,1,0,"28.4603° N, 77.0000° E",28.4603,77.0
flat,511 sarahah tower,sector 12,0.6,8333.0,2,2,1,0.0,New Property,800.0,0,0,0,1,0,2,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,dlf the ultima,sector 81,2.25,10553.0,3,3,3+,15.0,Relatively New,1929.0,0,1,0,0,0,2,165,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ramshanti cooperative society,sector 52,1.76,7242.0,4,4,3+,12.0,New Property,2199.0,0,0,0,0,0,1,0,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,raheja revanta,sector 78,4.75,16885.0,3,3,2,31.0,Moderately Old,2813.0,0,1,0,0,0,1,100,"28.3733° N, 77.9729° E",28.3733,77.9729
flat,suncity avenue 76,sector 76,0.55,7422.0,2,2,2,9.0,Under Construction,823.0,0,0,0,0,0,1,26,"28.3935° N, 77.9888° E",28.3935,77.9888
flat,dlf express greens,manesar,1.2,6505.0,3,4,2,5.0,Relatively New,1670.0,0,1,0,0,1,1,43,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,gls avenue 51,sector 92,0.5,7812.0,3,3,1,0.0,Relatively New,579.0,0,0,0,0,0,1,0,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,17.0,Moderately Old,1500.0,0,0,0,0,0,0,111,"28.3986° N, 77.9647° E",28.3986,77.9647
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,13928.0,3,3,3,6.0,New Property,1616.0,0,0,0,1,0,0,174,"28.4750° N, 77.9715° E",28.475,77.9715
flat,ireo the grand arch,sector 58,2.2,16000.0,2,2,2,6.0,Relatively New,1244.0,0,0,0,0,0,1,42,"28.4200° N, 77.1105° E",28.42,77.1105
house,ansals palam vihar,sector 2,5.7,14729.0,5,5,2,2.0,Old Property,4550.0,0,0,0,1,0,2,94,"28.5095° N, 77.0320° E",28.5095,77.032
house,sushant lok 1 builder floors,sector 43,6.25,30728.0,7,7,3+,3.0,Moderately Old,2034.0,1,1,1,0,0,1,46,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,pivotal devaan,sector 84,0.34,5831.0,2,2,1,3.0,Relatively New,533.0,0,0,1,0,0,1,75,"28.3979° N, 76.9736° E",28.3979,76.9736
house,dlf city plot phase 4,sector 28,13.0,1992.0,10,10,3+,1.0,Relatively New,8056.0,0,0,0,0,0,1,0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,tulip violet,sector 69,1.38,8972.0,3,3,1,12.0,Relatively New,1709.0,0,0,0,0,0,1,174,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,chd avenue,sector 71,0.95,7917.0,2,2,0,5.0,Moderately Old,1200.0,0,0,0,0,0,1,0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,dlf regency park,sector 28,2.25,14516.0,3,3,2,16.0,Old Property,1700.0,0,1,0,0,0,1,89,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,bestech park view ananda,sector 81,1.15,6927.0,3,2,3+,6.0,Relatively New,1463.0,1,0,0,0,0,0,104,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ats triumph,sector 104,4.45,6846.0,4,5,3+,27.0,Relatively New,7222.0,0,0,0,0,0,1,110,"28.4788° N, 76.9960° E",28.4788,76.996
flat,central park flower valley aqua front towers,sector 33,2.96,13870.0,4,4,3,1.0,New Property,2371.0,0,1,0,0,0,0,24,"28.4420° N, 77.0207° E",28.442,77.0207
house,not applicable,sector 4,0.8,6088.0,5,4,3,3.0,Under Construction,146.0,0,0,0,0,0,1,0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,la vida by tata housing,sector 113,3.35,16750.0,3,4,3+,12.0,New Property,2200.0,1,1,0,0,0,1,174,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,alpha corp gurgaonone,sector 84,2.24,6523.0,4,4,3,12.0,Relatively New,3165.0,0,1,0,0,0,1,20,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,shree vardhman flora,sector 90,0.9,4615.0,3,4,3,4.0,Relatively New,1765.0,0,1,0,0,0,1,165,"28.4085° N, 77.9369° E",28.4085,77.9369
house,ansal api esencia,sector 67,1.85,8222.0,3,3,3,1.0,Moderately Old,278.0,0,0,0,0,0,1,49,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,godrej frontier,sector 80,1.4,6189.0,3,4,2,10.0,Moderately Old,1854.0,0,0,1,1,0,1,111,"28.3659° N, 76.9557° E",28.3659,76.9557
flat,shapoorji pallonji joyville gurugram,sector 102,2.15,12706.0,3,3,3,10.0,Relatively New,1690.0,0,0,0,0,0,0,49,"28.4750° N, 77.9715° E",28.475,77.9715
flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11700.0,2,2,3,14.0,Moderately Old,1368.0,0,0,0,0,0,1,0,"28.4750° N, 77.9715° E",28.475,77.9715
flat,adani brahma samsara vilasa,sector 63,4.49,14254.0,4,4,3+,3.0,New Property,3150.0,0,0,0,0,0,0,96,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,ambience creacions,sector 22,3.99,12912.0,3,5,3+,3.0,New Property,2796.0,0,1,0,0,0,2,102,"28.5072° N, 77.0640° E",28.5072,77.064
flat,sare green parc phase 3,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1175.0,0,0,0,0,0,1,29,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,microtek greenburg,sector 86,1.3,15294.0,2,3,3,5.0,Relatively New,944.0,1,0,0,0,0,0,45,"28.3986° N, 77.9384° E",28.3986,77.9384
flat,bestech park view city,sector 48,1.78,10022.0,3,4,2,5.0,Relatively New,1526.0,1,0,0,1,0,1,53,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,sidhartha ncr one phase,sector 95,0.9,4500.0,3,3,1,15.0,Relatively New,2000.0,0,0,0,0,0,1,60,"28.4172° N, 77.9081° E",28.4172,77.9081
house,independent,sector 14,4.5,20000.0,5,5,1,1.0,Relatively New,2778.0,0,0,0,0,0,1,0,"28.4711° N, 77.0454° E",28.4711,77.0454
house,independent,sector 17,9.5,23457.0,8,8,3,3.0,Relatively New,4050.0,1,0,0,0,0,0,27,"28.4791° N, 77.0608° E",28.4791,77.0608
flat,umang winter hills,sector 77,0.71,5305.0,2,2,2,6.0,Relatively New,1057.0,1,0,0,0,0,1,108,"28.3901° N, 77.9845° E",28.3901,77.9845
flat,dlf regal gardens,sector 90,1.75,7900.0,4,4,3+,3.0,Relatively New,2005.0,0,0,0,0,1,1,6,"28.4085° N, 77.9369° E",28.4085,77.9369
flat,antriksh heights,sector 84,0.79,4579.0,3,3,3+,8.0,New Property,1561.0,0,0,0,0,0,1,24,"28.3979° N, 76.9736° E",28.3979,76.9736
house,shri shyam residency,sector 104,0.62,12400.0,3,3,1,2.0,Moderately Old,900.0,0,0,0,0,1,2,8,"28.4788° N, 76.9960° E",28.4788,76.996
flat,indiabulls centrum park,sector 103,2.14,7443.0,4,6,3+,7.0,Relatively New,2718.0,0,1,0,0,0,1,142,"28.4949° N, 77.9845° E",28.4949,77.9845
flat,chd avenue,sector 71,0.98,6049.0,3,3,3,0.0,Moderately Old,1466.0,1,0,0,0,0,1,65,"28.4104° N, 77.0281° E",28.4104,77.0281
house,international city by sobha phase 2,sector 109,9.4,26111.0,5,6,3+,2.0,Relatively New,3600.0,1,1,1,1,0,0,147,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,the serenas,sector 36,0.42,7910.0,2,2,1,3.0,New Property,590.0,0,0,0,0,0,1,0,"28.4160° N, 77.9914° E",28.416,77.9914
flat,indiabulls enigma,sector 110,3.25,9558.0,4,4,3,11.0,Relatively New,3077.0,0,1,0,0,1,1,125,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,la vida by tata housing,sector 113,3.0,14285.0,3,3,3+,3.0,Relatively New,2460.0,0,1,0,0,0,1,167,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9876.0,2,2,2,0.0,Relatively New,1100.0,0,0,0,0,0,1,79,"28.4750° N, 77.9715° E",28.475,77.9715
flat,ireo the corridors,sector 67a,1.3,10031.0,2,2,2,1.0,New Property,1296.0,0,0,0,0,0,1,55,"28.3802° N, 77.0674° E",28.3802,77.0674
flat,ss the leaf,sector 85,1.2,12371.0,2,2,2,4.0,Relatively New,1190.0,0,1,1,0,0,1,81,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,ireo the corridors,sector 67a,1.6,9264.0,3,3,2,3.0,New Property,1346.0,0,0,1,0,0,0,142,"28.3802° N, 77.0674° E",28.3802,77.0674
flat,godrej summit,sector 104,0.85,5878.0,2,2,3+,10.0,Relatively New,1269.0,1,0,0,0,0,1,79,"28.4788° N, 76.9960° E",28.4788,76.996
flat,m3m merlin,sector 67,2.8,13678.0,3,3,3,5.0,Moderately Old,2047.0,0,1,0,0,0,2,26,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,adani brahma samsara vilasa,sector 63,3.4,10000.0,3,3,3+,1.0,New Property,3077.0,0,0,0,0,0,1,99,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,shree vardhman victoria,sector 70,1.65,8461.0,3,4,3,5.0,Relatively New,1527.0,0,1,0,0,1,0,49,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,ss the leaf,sector 85,2.15,7645.0,4,5,3+,1.0,Relatively New,2545.0,0,1,0,0,0,1,165,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,10.0,Relatively New,3000.0,0,1,0,0,0,1,152,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,orchid petals,sector 49,2.55,12318.0,3,4,3,8.0,Relatively New,2060.0,1,0,0,0,0,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
flat,m3m woodshire,sector 107,1.49,6310.0,3,4,3+,5.0,Relatively New,2137.0,0,1,1,0,0,0,174,"28.5052° N, 76.9729° E",28.5052,76.9729
house,dlf new town heights,sector 86,2.5,7827.0,4,5,3+,4.0,Moderately Old,3194.0,0,1,0,1,1,0,49,"28.3986° N, 77.9384° E",28.3986,77.9384
house,dlf new town heights,sector 91,2.5,7058.0,4,4,3+,3.0,Moderately Old,3400.0,1,1,1,1,0,0,80,"28.4014° N, 77.9225° E",28.4014,77.9225
flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,4.0,Relatively New,1200.0,1,1,1,1,0,0,165,"28.3986° N, 77.9647° E",28.3986,77.9647
flat,emaar mgf the enclave,sector 66,1.9,10555.0,3,4,2,8.0,Relatively New,1850.0,0,1,0,0,0,0,174,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,emaar mgf emerald floors premier,sector 65,2.0,12121.0,3,3,3,1.0,Relatively New,1833.0,0,1,0,0,0,0,124,"28.4030° N, 77.0690° E",28.403,77.069
flat,bestech park view spa next,sector 67,2.85,12127.0,4,4,3+,5.0,Moderately Old,2127.0,0,1,0,1,0,0,149,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,m3m skywalk,sector 74,1.48,12333.0,2,2,3,13.0,Relatively New,1300.0,0,0,1,0,0,1,158,"28.4158° N, 77.0118° E",28.4158,77.0118
house,eldeco mansionz,sector 48,5.15,18885.0,5,7,3,2.0,Moderately Old,2727.0,0,1,0,1,0,0,145,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,la vida by tata housing,sector 113,1.5,11755.0,2,2,2,13.0,New Property,1418.0,0,0,0,0,0,1,71,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,dlf the ultima,sector 81,2.5,11726.0,3,3,2,4.0,Relatively New,2130.0,0,1,0,0,0,2,82,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 4,2.35,16319.0,4,4,2,2.0,Old Property,1440.0,0,0,0,1,0,1,43,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,parsvnath green ville,sector 48,1.6,8376.0,3,3,3,13.0,Old Property,1700.0,0,0,0,0,1,0,119,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,shree vardhman flora,sector 90,0.65,4814.0,2,2,3,10.0,Moderately Old,1222.0,1,0,0,0,0,0,83,"28.4085° N, 77.9369° E",28.4085,77.9369
flat,cghs airport apartment,sector 47,1.8,6000.0,4,4,3+,4.0,Moderately Old,2857.0,0,0,1,0,0,0,120,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,shree vardhman victoria,sector 70,1.55,7948.0,3,5,3,8.0,Relatively New,1527.0,0,1,0,0,0,1,174,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,global hill view,sector 11,0.36,5150.0,2,2,0,15.0,Relatively New,699.0,0,0,0,0,0,1,0,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,m3m sky lofts,sector 71,0.9,13177.0,1,1,0,6.0,New Property,683.0,0,0,0,0,0,1,77,"28.4104° N, 77.0281° E",28.4104,77.0281
house,sushant lok 1 builder floors,sector 43,13.0,48148.0,3,3,3+,4.0,New Property,2700.0,0,0,0,1,0,0,7,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,m3m golfestate,sector 65,5.5,16959.0,3,4,3,3.0,Relatively New,2803.0,0,1,0,0,0,1,49,"28.4030° N, 77.0690° E",28.403,77.069
flat,shree vardhman victoria,sector 70,1.65,8461.0,3,5,3,6.0,Relatively New,1527.0,0,1,0,1,0,1,167,"28.3968° N, 77.0233° E",28.3968,77.0233
house,independent,sector 7,1.0,8818.0,2,2,0,0.0,Old Property,126.0,1,0,0,0,0,1,7,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,sare homes,sector 92,0.65,4587.0,3,3,2,3.0,Relatively New,1574.0,0,0,0,0,0,1,6,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,m3m woodshire,sector 107,1.8,7623.0,3,4,3+,2.0,Relatively New,1837.0,0,1,0,0,0,1,129,"28.5052° N, 76.9729° E",28.5052,76.9729
house,ss aaron ville,sector 49,6.75,19737.0,5,4,2,2.0,Old Property,3420.0,1,1,1,0,0,1,78,"28.4121° N, 77.0480° E",28.4121,77.048
flat,bptp freedom park life,sector 57,2.5,11111.0,3,3,3,9.0,Moderately Old,2036.0,0,0,0,0,0,1,55,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,godrej,sector 79,1.18,8532.0,2,2,3,7.0,Relatively New,1252.0,0,0,0,0,0,1,158,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tulip violet,sector 69,1.3,8445.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,0,94,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,paras dews,sector 106,1.35,7297.0,4,4,3+,18.0,Relatively New,2100.0,0,1,0,1,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,tulip violet,sector 69,1.68,8358.0,4,4,2,7.0,Relatively New,1819.0,0,0,0,0,0,1,127,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,aipl zen residences,sector 70a,1.25,9904.0,2,2,2,19.0,New Property,1402.0,0,0,0,0,0,1,42,"28.3845° N, 77.0226° E",28.3845,77.0226
flat,shree vardhman victoria,sector 70,1.66,14254.0,3,5,3,8.0,Relatively New,1527.0,0,1,0,0,0,1,108,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,dlf the skycourt,sector 86,2.2,11500.0,3,3,1,7.0,Relatively New,1747.0,0,0,0,1,0,2,77,"28.3986° N, 77.9384° E",28.3986,77.9384
flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Moderately Old,1787.0,0,1,0,0,0,0,31,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,shri banke bihari society,sector 56,1.37,9133.0,3,3,3+,2.0,Old Property,1450.0,0,0,0,0,1,1,174,"28.4245° N, 77.0991° E",28.4245,77.0991
house,independent,sector 82,7.0,21605.0,4,4,3+,1.0,Relatively New,3240.0,1,1,0,1,0,0,49,"28.3935° N, 76.9600° E",28.3935,76.96
